Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Igreja de São João Batista dos Militares,Local,Igreja,Bonsucesso. Olinda,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwCRbZFSbnZmr66c8u6UuIvxNiMdGHBPUBMH_4ESLUXbckIchq5I-Flstx9dqrBTavSQh1DEHXEGAC1ZIsqHif2V1iukxlh4HPMZYq_5_TsrEmAUus7eNd2_b6qX6issP8mqSosAZLrmWuVY-6ihnDTTaSukJdm_0Hbrnjz_2ID6ez1x8rZZLC1mLWfa7b6oWkpHJv7HuzFQw?fife=s16383,"O cristianismo primaz foi forjado a ferro, fogo e muito sangue o que se manteve ao longo de sua história. 

Nascido em uma região (a Judeia) ocupada por uma sociedade (a romana) que tinha enorme sucesso em gestão e consequentemente em suas guerras de expansão, seus primeiros 300 anos são de plena luta pela sobrevivência. 

Nos milênios seguintes, na busca estabelecimento e ampliação, enfrentando cismas e seus principais rivais, os mulçumanos, e exemplos sempre foram buscados para inspirar e encorajar quem combatia pela ainda unificada Igreja e em seguida às cismas e reformas, pela Santa Sé, pelos Patriarcados Ortodoxos ou pelos reis que processavam a fé cristã até fins da idade média, na busca pela expansão ou manutenção de seus domínios. 

Esses exemplos combativos eram normalmente militares, que em sua origem foram mortos por não negarem a fé, no auge da perseguição romana. Encontram o martírio São Jorge, Santo Expedito, São Sebastião, Adriano de Nicodemia, Santo Eustaquio, São Guilherme de Toloso, entre centenas de outros. Sempre sob a rege do Arcanjo São Miguel, aquele que pisa na cabeça da serpente.

Entretanto, além dos santos militares, existem versões combativas de Santos que não são militares em sua origem, conhecida como “dos militares”. Isso porque alguns regimentos vinham de cidades com forte veneração a determinados santos não militares e o termo foi aderido em determinadas ocasiões e construídas igrejas que homenageavam essas determinações. “Nossa Senhora da Conceição dos Miliares” ou “São João Baptista dos Militares” são alguns exemplos. 

Em Olinda, no bairro de BonSucesso, por volta de 1650 foi finalizada a primeira igreja dedicada a versão militar de santos civis no Brasil: A Igreja de São João Baptista dos Militares, primo de Jesus e que veio anunciar a chegada de Cristo e que mais tarde vai ser celebrado nas Festas Juninas. 

Foi a primeira morada dos monges beneditinos em Pernambuco em 1586 e foi um dos poucos prédios deixados de pé pela invasão holandesa no saque de Olinda em 1631, provavelmente por se situar fora do centro urbano. 

Foi doada a irmandade de São João Batista dos Militares aos pedaços, em 1695 e sofreu um processo de restauração durante o século 17, ganhando traços barrocos. 

Sofreu um incendido em 1773 que destruiu seu interior, mas que foi recuperado em poucos anos e se tornando um centro importante na expansão do bairro de BonSucesso.

Entre 1990 e 2009 a igreja foi novamente abandonada e interditada, com o desabamento de seu teto forçando a um restauro que teve parceria da Arquidiocese de Olinda e Recife, do IPHAN e da Prefeitura de Olinda concluído com grande sucesso nos anos recentes e colocando a igreja de volta ao uso pela comunidade da região.",* Bonsucesso,* Igreja do Amparo,* Igreja da Misericordia,* Rua do Amparo,* Gremio Musical Henrique Dia,,,,,,,,,,
O Forró,Local,Estilo Musical,Recife Antigo,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwKCBDPuLyLwhBqlfWxV72Hykc0Fb1wCH83P8Jsy6tJGbBCWIVjLaec5ciBgwWhjrEkoDTVU_kGMdeD0wpvetUr5QSP5S9UOpyBmf7avBc_76SpQAESODDAVxdfghBBLVKe0b-_l4Riu0M-YXq9zDMDCpk1yEjaacec8Mo5QtqoLiwy5aUD5BMvJR3BjV3Wr-WH6J2JJBc9EB0ZlWZcZkF1pmESRZRxG4sI-JqdvE_ijkxaBmIQNsOZtlMHpA?fife=s16383,"Batuque. Sanfona. Triângulo. E em Engenhos e feiras do Agreste ao Sertão, uma mistura tradições europeias com povos originários e quilombos, veio a a cadência que celebrava amores, saudades, santos e boas colheitas: o forró

O danado começou em Paris, foi para Portugal e chegou por aqui. Inicialmente “forrobodó”, nome nos bailes em chão batido do interior de Pernambuco, no séc 19

E ali, entre a seca e o riso, encontrou sua casa

Em 13.12.32, nasce, em Exú, o mito que mangava, mas respeitava Januário e teria sido esquecido se não fosse o filho, Gonzaguinha: Luiz Gonzaga (Mestre Lua / Rei do Baião) que deu cara, voz e sanfona ao forró representando um Brasil profundo e fez do ritmo uma linguagem nacional

Cantou o Sertão que os centros ignoravam

Precisou adaptar o sotaque para ser gravado e tocado nos centros Sul e Sudeste do Brasil que sempre chamavam os Sertões como uma grande mesma coisa “Nordeste”, multiplicado uma ignorância que discriminava e discrimina a nossa forma de falar. Mas pequenos é quem carrega preconceito

Vieram outros: Dominguinhos, Petrúcio, Flávio que ecoam das janelas do Alto Sertão e com uma “Capital” e a outra com o “maior São João do Mundo”

Como o forró é generoso, acabou ganhando corpo também no Carnaval: não é raro ver frevos virando xote com Elba e Alceu tocando no São João e no Carnaval como quem conhece as raízes e dança com elas

E vem toda a entourage do São João: Bandeiras, Bacamarteiros, Xilogravoura, Couro, Xaxado, Coco de Roda e Quadrilhas

O forró segue mais vivo que nunca e entre os muitos ritmos, chegou o piseiro, o mais próximo do forró original que temos hoje. 

E quem puxa essa ponta é o menino de Serrita que todo mundo ama: João Gomes 

E não confunda. Forró passa longe de Sertanejo, caso você não seja da terra e não saiba a diferença entre Maranhão e Piaui e Alagoas e Sergipe. 

Com fogueira, pamonha, trio pé-de-serra, vestido de chita, céu estrelado e coração batendo forte no compasso da sanfona, o forró e o baião pulsam mais fortes do que nunca.",,,,,,,,,,,,,,,
ASSOCIAÇÃO DOS EX COMBATENTES DO BRASIL SEÇÃO DE PERNAMBUCO,Local,,Boa Vista,,,,,,,,,,,,,,,,,
Travessa Tuyuty,Local,Travessa,Recife Antigo,,"24 de Maio. 1866
1 ano e 8 meses de Guerra e as tropas aliadas de Brasil, Uruguai e Argentina avançam para o interior do Paraguai desde Abril. Solano Lopez, Presidente hereditário do país, em o seu sonho de formar o “Grande Paraguai”, já tinha invadido e conquistado partes de Mato Grosso e Rio Grande do Sul, no Brasil e Corrientes, Argentina. 
Porém, já sentia o peso do revés e a gravidade das consequências do conflito. O bloqueio de chegada de insumos e material já estava imposto pela Armada Imperial, em seguida a Batalha do Riachuelo em 1865 e pouca alternativa se apresentava aos líderes paraguaios: Infringir uma derrota pesada aos aliados que avançavam lentamente e trazê-los para a mesa de negociação. 
A oportunidade se deu quando o exército de 30 mil argentinos, uruguaios e brasileiros acampou no charco de Tuiuti, Paraguai em 21/5/2020. Os aliados não sabiam, mas estacionaram a 6km da posição onde Lopez estava com seu estado maior e em frente a Trincheira de Sauce, uma das mais bases mais organizadas do exército paraguaio. Quando a informação chegou, um ataque foi traçado para 25/5, mas os Paraguaios resolveram agir primeiro. 
Em 24 de maio, dia de neblina, 24 mil paraguaios surgem do matagal como um furacão e tomam os aliados de surpresa e confusão se instala, muito pela ausência do comandante Bartolomeu Mitre. Os paraguaios tinham 8500 cavalos contra apenas 1700 dos aliados. Essa vantagem permitiu que logo no início do combate 3 batalhões argentinos e 3 uruguaios fossem destroçados. Mas a reação não tardou
O General argentino Juan Obes desce do cavalo e começa a organizar as fileiras dos Hermanos e o General Brasileiro, Manuel Luís Osório toma as rédeas de suas tropas quando sob em seu cavalo e parte em direção ao inimigo. Os Brasileiros, que fugiam se inspiram pelo seu comandante e o seguem aos gritos de “Viva o Imperador” e estabelece uma linha de combate. 
Em pouco tempo, as 4 colunas atacantes encontram enorme resistência. E um fato é determinante. A artilharia brasileira, comandada por quem mais tarde vai ser seu patrono: Emilio Mallet. Desconfiado, já havia colocado seus homens em prontidão e 50% dos efetivos deveriam estar prontos para disparar os 28 canhões La Hitte a sua disposição. E a hora não foi mais propicia. Muitos cavaleiros paraguaios encontram seu destino enquanto tentavam ultrapassar a a barragem de fogo. Mallet repete “POR AQUI NÃO PASSAM”. A resistência da 3 Divisão de Infantaria Imperial foi fundamental para segurar os atacantes e o seu comandante, Antonio Luís Sampaio, morto em combate seria o futuro patrono dessa arma
Depois de 4h de conflito os Paraguaios se retiram. 13 mil dos melhores homens de Lopez morrem no charco de Tuiuti. 
Daí para frente, a Guerra acabou e a tragédia foi instaurada. Rapazes de 16 e 18 anos iriam agora ocupar as fileiras das linhas de Lopez, que insistia em não se render. 300 mil Paraguaios iriam morrer no conflito, em uma proporção a sua população que não é menor que 45%, sem contar a proporção masculina, com 80% a 90% perecendo na guerra.
A Batalha do Tuiuti é a maior batalha campal da América do Sul e para o Exército Brasileiro é considerada a “Batalha dos Patronos”.",Forte do Brum,,,,,,,,,,,,,,
Bárbara de Alençar,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwUF2Hv09MH4E9e7nLTZnFOvYhggneBnFqT-pKK8n2LmfGDV-zfAnNye5QPLRusu0S8kTk5bi0GuwZzQ5Pd-G7w9GSc0HM4D-n3tZGRM14ac3DJpLjuSK_Jkm06smK_GF2fQXqRAycIIwbSL8ZU2af5FIRT0Gpug4UldwcLUxzZX_jR7xZ12suG4NKQbSjE-CzjM5gK9XNqOw?fife=s16383,"1760 - 1832
 
Bárbara de Alencar nasceu em Exú, pertencente ao patriarca da família Alencar, o português Leonel Alencar Rego, seu avô.

Bárbara era mãe dos também revolucionários José Martiniano de Alencar e Tristão Gonçalves, que também participaram da Revolução Pernambucana de 1817. E avó do escritor José de Alencar.

Teve participação ativa na Revolução Pernambucana de 1817, articulando seus recursos e redes de contato para favorecer os integrantes. Com a derrota da revolução teve os bens da família confiscados e foi presa e torturada numa das celas da Fortaleza de Nossa Senhora de Assunção, no Ceará.

É considerada a primeira prisioneira política da história do Brasil.

Morreu depois de décadas de fuga, depois de ainda ter participado da Confederação do Equador, em Fronteiras, no Piauí.
Bárbara de Alencar está inscrita no Livros do Heróis da pátria.",* Domingos José Martins,* Pedro da Silva Pedroso,* Domingos Teotônio Jorge,* Padre Roma,* Cruz Cabugá,* Manuel de Carvalho,* Francisco Paes Barreto,* Gervásio Pires,* Vigário Tenório,* Revolução Pernambucana de 1817,* Confederação do Equador,,,,
Antonio Felipe Camarão,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GxakAxvTfFZGuknfvffi-QcRpb1X7qQTsIRZJm7XNT-TMPgaePbjpBvYY7HtBeKeT8FEhtGmGVPz3A-5bIXh9peXs7ysOYc1orobXJPC1-DOz5qJ9FXRTC-m4IuiqhZBMxPf2C3o-1Aa5B6sF4QPBRhhDsnKQ9AeLxQYMctrEDDx8IEPiG4GKXnBAxXJT1wY2L42WeFitrb1Q?fife=s16383,"Poti de nascença e Antonio Felipe Camarão, de batismo foi um Potiguara, nascido em terras de hoje são o Ceará Mirim, no Rio Grande do Norte, época uma capitania. Foi Educado por Jesuitas, onde aprendeu português e latim, tornando Aide-de-camp de Matias de Albuquerque quando o Holandeses Invadiram e conquistaram Pernambuco em 1630. 

Em sua retirada, Matias de Albuquerque pode contar com as táticas de guerrilha de Felipe Camarão para conter o avanço holandeses, retardando as operações do inimigo e permitindo realocar recursos para estabelecimento do governo provisório em Salvador. 

Camarão sempre teve ao seu lado Clara Camarão e as tropas indigenas comandadas por eles foram fundamentais nos combates de São Lourenço(1636) e Porto Calvo(1637) e na defesa de Salvador (1638). 

Depois de provar mais de uma centena de vezes a sua bravura em combate, foi encarregado de uma das alas do exercito patriota na vitória Luso-Brasileira na Primeira Batalha dos Guararapes (1648), onde foi ferido em combate.   Declarado herói da coroa, recebendo o comando de “todas as tropas indígenas do Brasil”, morreu no mesmo ano devidos aos danos causados em batalha, no Arraial do Bom Jesus, hoje Avenida do Forte, em Torrões, Recife. 

A Sétima Brigada de Infantaria Motorizada, do Exercito Brasileiro tem seu nome em homenagem a Felipe Camarão, assim como o Batalhão de Transito da PMPE. 

Felipe Camarão está listado no Livro de Heróis da Pátria, desde 2012.",* Barreto de Menezes,* Dias Cardoso,* Matias de Albuquerque,* Mauricio de Nassau,* Batalha dos Guararapes,* Invasões Holandesas do Brasil,* Conquista de Olinda,,,,,,,,
Mário Melo,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyQPoOR7wUSXgDLgnTqG7EWOjDI1NbBCaJIvHjaBEo1qivsdS8ByGEDG5WGLdLY3asfxFu3dDRkBoVzqzaotxk1YfBKUN5KSOy1iWoYvLOuTYucy2nP8l2rTZmKwO81w_-elwRVNTEb-02-_3IIcVCCClO9E9xPZeH-BiVyuzNNNj1ChPRIXQ1NJ7FYA5LBfsO-soJfsx0ukw?fife=s16383,"Mário Carneiro do Rego Mello (1884-1959) foi um advogado, jornalista, historiador, geógrafo, filatelista, numismata, músico e político brasileiro nascido no Recife. 

Estudou em vários estabelecimentos de ensino de Campina Grande, Paudalho e Recife, incluindo o Ginásio Pernambucano. Estudou Direito na Faculdade de Direito do Recife e chegou a ser deputado estadual por Pernambuco. Publicou dezenas de livros durante sua vida.
.",* Avenida Mario Melo,* Faculdade de Direito do Recife,* Alvaro Lins,https://pt.wikipedia.org/wiki/M%C3%A1rio_Melo,,,,,,,,,,,
Marquês de Olinda,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy3iy9fK6zIayy-EOlHrE2ONUph2JlubQkA7zjFOHsintFkSzCtpy1FFjZFRiCSujckMosp4uPkzFWrza8pmqpsvBbno2RdTkT9xVoD3QyfE3KqS85_pLZffnrzbKtTgKJVUJaMNEMsOVKrMSrcwqrZTpgIZfKOFiYkv43dK7dqtHFgV438F10NHMA5NFIYMvO22t93Lvq2knY?fife=s16383,"Pedro de Araújo Lima, o Marquês de Olinda (1793-1870), foi político brasileiro nascido na atual Sirinhaém/PE. Foi presidente da Câmara dos Deputados, Regente do Império do Brasil e Presidente do Conselho de Ministros. Foi uma figura representativa da aristocracia rural do Nordeste, ligado aos elementos mais poderosos da lavoura açucareira.
.",* Avenida Marques de Olinda,,,,,,,,,,,,,,
Francisco do Rego Barros (O Conde da Boa Vista),Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyGu7mCEw3x5wxZQVli6UYlY-0tQHRSPg9vVih0go6r8lyPmzxhO9HBeDQY11QXvtKGORY1yxMAY4ksLfLGrEtZ38OdA-Sp9oEGqUQdI8_Ph8gNRLQ6jD0H8Ss0hwQInPbv9ZbrBSM-EzPQo4C8mKUM13xY8DndkWKkEmgXxVS2R36u77jLv3kwheJZiY1dHaxhDO4IuIRkjA?fife=s16383,"Francisco do Rego Barros, primeiro e único barão com grandeza, visconde com grandeza e conde da Boa Vista (1802-1870), foi um militar e político brasileiro nascido no atual Cabo de Santo Agostinho/PE. Foi presidente da Província de Pernambuco, sendo responsável pela construção, entre outros, do Teatro de Santa Isabel, da Casa de Detenção do Recife, do Cemitério de Santo Amaro e do edifício da Alfândega.",* Ponte Mauricio de Nassau,* Palácio do Campo das Princesas,* Teatro Santa Isabel,* Biblioteca Pública do Estado de Pernambuco,* Cemitério de Santo Amaro,* Biblioteca Pública de Pernambuco,http://blogs.diariodepernambuco.com.br/historiape/index.php/2016/10/07/barao-da-boa-vista-o-reformador-do-recife/,,,,,,,,
Eraldo Gueiros Leite,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwTk2fTGJ3jGXf1KUDsbrSlVCO70bV8NRg_46fHcDLdzGReeL84-2E2h0NE3964OndrFtPFfDFSejW6tcdGcNtu7NfxS3VHMe64IXevGGc0iXedDPKFt-uA4EslI35NXL2i0d_EZfy97KJeRFUdiWnuM_Z3MRiWhrPwYdsG7dVJj-tzh1IDWc_r2bOzzdX4aFNF2hMgRtx_Tw?fife=s16383,"Eraldo Gueiros Leite (1912-1983) foi magistrado e político brasileiro nascido em Canhotinho/PE. Dedicou-se à advocacia e ao exercício do cargo na procuradoria da Justiça Militar, chegando a ser ministro do Superior Tribunal Militar, no governo do ditador Costa e Silva. Também foi governador biônico de Pernambuco.",* Casa da Cultura,* Palácio do Campo das Princesas,* TJPE,* Nilo Coelho,* Cid Sampaio,* Jarbas Vasconcelos,Ditadura Militar do Brasil,,,,,,,,
Octávio de Freitas,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzKap4nkISboh0wv6BvQri6cixUukpsjxmezqUryC6SqjLc6SQszkZmnfZZIi0EchfDzuMYvR2qCISG32-jbTKJFmymf8zONSG4zCRByepIWYpZltTD1Rg0RDShxeOvzyNthqci1_mmnJG1r_4A40QJ9WBxCAUQm1_VAs6Q1-xN51-d9zKws5Rvpfo5Ge7dUTuIJJR08p-d_Lk?fife=s16383,"José Octávio de Freitas (1871-1949) foi um médico sanitarista, administrador de saúde pública, escritor, jornalista e pesquisador brasileiro nascido em Teresina/PI e radicado no Recife. Participou da fundação da Faculdade de Medicina do Recife. Sempre privilegiou os temas relacionados à higiene social, à profilaxia e à assistência pública.
.",* Estação de Esgotos do Capanga,* Hospital Otavio de Freitas,* Memorial de Medicina,,,,,,,,,,,,
Thomáz de Aquino,Personagem,,,,"Thomáz de Aquino Cirilo Wanderley (1894-1968) foi um magistrado brasileiro nascido em Ipojuca/PE. Formou-se na Faculdade de Direito do Recife, serviu como promotor e posteriormente como juiz em várias comarcas até que foi nomeado desembargador em 1951. Dá nome ao Fórum Thomás de Aquino.",* Fórum Thomaz de Aquino,,,,,,,,,,,,,,
José Tomás Nabuco de Araujo,Personagem,,,,"José Tomás Nabuco de Araújo (1785-1850) foi um magistrado e político brasileiro, que foi deputado geral, presidente das províncias da Paraíba e do Espírito Santo, ministro da Justiça e senador do Império do Brasil. Era avô do historiador, diplomata e político Joaquim Nabuco.",* Joaquim Nabuco,* Revolução Praieira,,,,,,,,,,,,,
Mário Souto Maior,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzuZ6PcjYw72Kn98x0vann-ifj8Hwu4qKOWkjOirzJrak1ZpUEvSlTl0tDcorq8IETt-Gj3qK_RA--PDGl1-BhI3PBCJcAZ8gtuOQE1mpLaYRyy_PcKPsKhthNmwodTaBxr4ZIlcxFPtbkd9DIMQSZYKDYl3n4NorTsrx0VMYtxz2auMY4CTN0xfu7M57BGB33lkT8zNZl_Nw?fife=s16383,"Mário Souto Maior (1920-2001) foi um poeta, contista e pesquisador brasileiro nascido na cidade de Bom Jardim/PE. Também foi promotor de justiça e exerceu cargos políticos, além de ter sido professor. Publicou dezenas de livros durante sua vida e fez vários trabalhos ligados à Fundação Joaquim Nabuco.",* Fundação Joaquim Nabuco,,,,,,,,,,,,,,
Oswaldo Cruz,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_Gy1TcTcRL_M9uOrY8in7Dw_ckgzFA2QYfFpvTFkMqceTba6OXZjGVDx04SK-ztvpcQCAHHoOuQ_Kefv0wFqxzWiOChfmFFPzHqRWmHRDgBB5-SNM15L7VMxkb92j6kYFUtvaEO5tL8qY6hMRklYVou33TySHJgUfLh7gCcC-TPuOs9JQpbg4qN2bfmMYhWPGdqzFk_sjFjPvg?fife=s16383,"Oswaldo Gonçalves Cruz (1872-1917) foi um cientista, médico, bacteriologista, epidemiologista e sanitarista brasileiro. 

Foi pioneiro no estudo das moléstias tropicais e da medicina experimental no Brasil. 

Fundou em 1900 o Instituto Soroterápico Federal no Rio de Janeiro, transformado em Instituto Oswaldo Cruz, respeitado internacionalmente.",* Hospital Osvaldo Cruz,* Revolta da Vacina,,,,,,,,,,,,,
Jerônimo de Albuquerque,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyPRR4VKak1Lf1cz-_HZePVRb6LeQCRBE0OcN3TqH-BEOKBawfXdH0j1DaawUGHsHo36ijPPymyAIMyVslKcuXQsvqNh3WFvf71lhT3TVJoYOoIVY0g2OplW5B2eneTuzU88trBKnI_WH7HRJrE6foXGj-QyMJLkVyHHcNGleHa3w1mZEzJAw71mVY6f2p_LVkoJ1Gx-_wKtQ?fife=s16383,"Jerônimo de Albuquerque (1510-1584) foi um administrador colonial português.Viajou para a Capitania de Pernambuco com o primeiro donatário, Duarte Coelho, e sua mulher, Brites de Albuquerque, de quem Jerónimo era irmão. Em suas terras, nas proximidades de Olinda, fundou o primeiro engenho de açúcar de Pernambuco, o engenho Nossa Senhora da Ajuda, depois denominado de Forno da Cal.",* Duarte Coelho Pereira,* Capitanias Hereditárias,http://www.araujo.eti.br/familia.asp?numPessoa=1882&dir=cascao/,,,,,,,,,,,,
António Filipe Camarão,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GyGhNiInW4UA9p6R1JQDoVl54MxTCc12qxldDunOei2AziL5CJmzufKxyHX_g2hSYfZGESeTrx-hjY16CiZatNUXBRkWfZFhhDyPKTp4hZdKTqw-VVyZOROKSvIkzqa5sIedxAtQLk3qrzZaCQXMyrqR-rB4lxABW8y6GfjCS-pU8Lwso9OliXuzqsNmxldHfWQ7W5iQkJHfQ?fife=s16383,"Antônio Filipe Camarão (1580/1600-1648) foi um indígena brasileiro da tribo potiguar. Nascido Poty ou Potiguaçu, nomes tupis que significam, respectivamente, ""camarão"" e ""camarão grande"", recebeu o nome de Antônio ao ser convertido ao catolicismo, e adotou o ""Filipe Camarão"" em homenagem ao soberano dom Filipe II. 

Foi considerado um dos heróis da Insurreição Pernambucana.",* Igreja da Varzea,* Cruzeiro do Forte,*Invasão Holandesa,,,,,,,,,,,,
Joaquim Nunes Machado,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GwyRuszOHl-tvCGNwvOeCCBz-MPAFZNp0PPRn7teOGM7e64IctXHTO1DKYONWSouHsq0Gs19sW66MaExu1ECDjv6mRnMCTpAanBbq2Eas1iDHt6-9YdnLRa3Wv-wy0ZK3wb_MOT-jPDT76dCBdHxmdH7F7mpUP5BsKuTFn3PPx5Z3kNCNjsX9IlBLBlAvFIGgen9AUxZyK5-w?fife=s16383,"Joaquim Nunes Machado foi um jurista e político brasileiro nascido em Goiana/PE. Foi juiz de direito e deputado pelo Partido Nacional de Pernambuco, o ""Praieiro"". Foi um nome importante da Revolução Praieira, tendo morrido em fevereiro de 1849, ao ser atingido por um tiro quando integrava a tropa que tentou tomar o Recife de assalto para depor o governador.",* Igreja de Belém,* João Roma,* Pedro Ivo,* Revolução Praieira,http://blogs.diariodepernambuco.com.br/historiape/index.php/2016/09/26/joaquim-nunes-machado-um-corajoso-reformista/,,,,,,,,,,
San Martin,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzjcvNduNuel-vWAVozFSm04PmIqxXHGnIddWU3ZIO67UhvRf8B6VFqwSlAsBUGGTWUifPtirjypg3mdpvXaoUWNzRFcgtTCZ9aVxqAwYUVcVmGvpxphiS0SYFkA2hJ_Y2tMldNHy3oVVcbfBS9WrEUbcYu4fEBpW7tw-N5hxAnpjqE-FLPb2lGqc-s7GZojPmAYQefGB9l5Q?fife=s16383,,,,,,,,,,,,,,,,
Luís do Rego Barros,Personagem,,,,"Luís do Rego Barros foi um administrador colonial português que governou o Grão-Pará de 1633 a 1636. 

Era filho de Francisco do Rego Barros, que era dono de uma salina que fora atacada e tomada quando da invasão holandesa ao Recife. 

Quando Francisco do Rego Barros faleceu, Luís do Rego Barros construiu uma capela sobre as ruínas do forte que havia sido ali construído, o Forte das Salinas.",* Manuel Inácio Vieira de Melo,* Convenção de Beberibe,,,,,,,,,,,,,
Maurício de Nassau,Personagem,,,https://mymaps.usercontent.google.com/hostedimage/m/*/3AE5a_GzZi622_0yKJ0BznGjUP9PAN6LvbrCytWIbIeW98JPZM6faCuB8Yr3iz4KttHxiY11YIUrHv9chw6fsgEPPpYRKxC0wa7jahBc_W1YcqXPmV4VxsT5XTUlsbpri2wmWLlL0TsFI8x6lc7erVxaGvfMuk7u85iI4G4TXAJMHXym1SJer0Ju1pv3QIQ5qMJ9R7RKhBipNjfyN5w?fife=s16383,"João Maurício de Nassau-Siegen (1604-1679), cognominado ""o Brasileiro"", foi conde e, após 1674, príncipe de Nassau-Siegen, um Estado do Sacro Império Romano-Germânico e mais tarde da Confederação Germânica. Fez parte da Companhia das Índias Ocidentais e foi o personagem de maior destaque nas ocupações holandesas do Nordeste do Brasil, em especial no Recife.",Ponte Mauricio de Nassau,Companhia das Inidias Orientais,Ponte da Capunga,Praça do Carmo,Palácio do Campo das Princesas,Ponte da Boa Vista,https://pt.wikipedia.org/wiki/Jo%C3%A3o_Maur%C3%ADcio_de_Nassau,,,,,,,,
