origin_id,origin_name,target_id,target_name,relationship_type,relationship_source,curation_status,notes
LC-0088,Colégio Agnes,LC-0337,Teatro Apolo,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0165,Igreja da Capunga,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0026,Avenida Agamenon Magalhães,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0320,Rua Dom Bosco,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0090,Colégio Damas,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0091,Colégio Vera Cruz,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0092,Colégio São Luís,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0368,Colégio Salesiano,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0038,Avenida Rui Barbosa,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0071,Capunga,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0087,Clube Português,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0401,Faculdade Maurício de Nassau,local,wide_interconnection_columns,imported,
LC-0089,Colégio Americano Batista,LC-0129,Fábrica Tacaruna,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0038,Avenida Rui Barbosa,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0269,Ponte D'Uchôa,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0091,Colégio Vera Cruz,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0092,Colégio São Luís,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0089,Colégio Americano Batista,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0368,Colégio Salesiano,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0071,Capunga,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0087,Clube Português,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0254,Palácio dos Manguinhos,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0257,Jardim do Baobá,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0401,Faculdade Maurício de Nassau,local,wide_interconnection_columns,imported,
LC-0090,Colégio Damas,LC-0346,UFPE,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,PE-AUS-0060,Dom Bosco,person,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0320,Rua Dom Bosco,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0089,Colégio Americano Batista,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0090,Colégio Damas,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0091,Colégio Vera Cruz,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0092,Colégio São Luís,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0009,Aeroclube de Pernambuco,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0010,Aeroporto Internacional do Recife,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0077,Castelinho,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0356,Escola Eduardo Gomes,local,wide_interconnection_columns,imported,
LC-0368,Colégio Salesiano,LC-0343,Torre do Zeppelin,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0038,Avenida Rui Barbosa,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0090,Colégio Damas,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0091,Colégio Vera Cruz,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0089,Colégio Americano Batista,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0368,Colégio Salesiano,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0071,Capunga,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0087,Clube Português,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0254,Palácio dos Manguinhos,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0401,Faculdade Maurício de Nassau,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0346,UFPE,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0343,Torre do Zeppelin,local,wide_interconnection_columns,imported,
LC-0092,Colégio São Luís,LC-0337,Teatro Apolo,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0038,Avenida Rui Barbosa,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0088,Colégio Agnes,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0090,Colégio Damas,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0092,Colégio São Luís,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0291,Praça do Entroncamento,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0089,Colégio Americano Batista,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0368,Colégio Salesiano,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0006,Academia Pernambucana de Letras,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0071,Capunga,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0087,Clube Português,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0240,Museu do Estado,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0254,Palácio dos Manguinhos,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0401,Faculdade Maurício de Nassau,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0346,UFPE,local,wide_interconnection_columns,imported,
LC-0091,Colégio Vera Cruz,LC-0343,Torre do Zeppelin,local,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,PE-AUS-0163,Sérgio Loreto,person,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,PE-AUS-0051,Cleto Campelo,person,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,PE-AUS-0053,Cordeiro de Farias,person,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0067,Cangaço,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0069,Capitanias Hereditárias,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0094,Companhia das Índias Ocidentais,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0106,Desabamentos em Morros do Recife,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0120,Esgotamento Sanitário,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0182,Povos Originários (Índios),historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0345,Transporte Público no Recife,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0299,Proclamação da República,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0265,Pernambuco Tramways,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0256,Parceria nos Morros,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0247,O Carapuceiro,historical_event,wide_interconnection_columns,imported,
FH-0093,Coluna Prestes,FH-0102,Cruzeiro do Forte,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,PE-AUS-0132,Maurício de Nassau,person,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0548,Guerra Luso-Holandesa,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0067,Cangaço,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0069,Capitanias Hereditárias,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0093,Coluna Prestes,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0106,Desabamentos em Morros do Recife,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0120,Esgotamento Sanitário,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0182,Povos Originários (Índios),historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0345,Transporte Público no Recife,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0299,Proclamação da República,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0265,Pernambuco Tramways,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0256,Parceria nos Morros,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0247,O Carapuceiro,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0102,Cruzeiro do Forte,historical_event,wide_interconnection_columns,imported,
FH-0094,Companhia das Índias Ocidentais,FH-0097,Convenção de Beberibe,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0121,Manuel de Carvalho,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0162,Sebastião de Castro Caldas,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0032,Bernardo Vieira de Melo,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,LC-0136,Forte das Cinco Pontas,local,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0244,Noite dos Tambores Silenciosos,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0150,Pedro da Silva Pedroso,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0082,Francisco Paes Barreto,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,PE-AUS-0084,Frei Caneca,person,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0001,Questão Religiosa,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0097,Convenção de Beberibe,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0303,Revolução Pernambucana de 1817,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0304,Revolução de 30,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0305,Revolução Praieira,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0487,Revolução de 1930,historical_event,wide_interconnection_columns,imported,
FH-0095,Confederação do Equador,FH-0558,Insurreição Pernambucana,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,PE-AUS-0122,Manuel Inácio Vieira de Melo,person,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,PE-AUS-0115,Luís do Rego Barros,person,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,PE-AUS-0088,Gervásio Pires,person,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,LC-0227,Mercado de Beberibe,local,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0001,Questão Religiosa,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0095,Confederação do Equador,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0303,Revolução Pernambucana de 1817,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0304,Revolução de 30,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0305,Revolução Praieira,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0487,Revolução de 1930,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0558,Insurreição Pernambucana,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0589,Revolta da Vacina,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0080,Enchentes do Recife,historical_event,wide_interconnection_columns,imported,
FH-0097,Convenção de Beberibe,FH-0495,Anos de Chumbo,historical_event,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0101,Cruz do Patrão,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0318,Rua do Imperador,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,PE-AUS-0093,Henrique Dias,person,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0165,Igreja da Capunga,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0166,Igreja da Conceição dos Militares,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0167,Igreja da Madre de Deus,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0168,Igreja da Várzea (Paróquia Nossa Sra. do Rosário),local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0169,Igreja de Belém,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0170,Igreja de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,FH-0001,Questão Religiosa,historical_event,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0171,Igreja de Nossa Senhora da Paz,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0172,Igreja de Santa Rita de Cássia,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0173,Igreja de São José do Ribamar,local,wide_interconnection_columns,imported,
LC-0098,Convento de Santo Antônio,LC-0174,Igreja de São Pedro dos Clérigos,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0609,Igreja da Sé,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0450,Igreja do Carmo de Olinda,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0455,Igreja da Misericórdia de Olinda,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0456,Igreja N. S. do Rosário dos Homens Pretos de Olinda,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0457,Igreja Nossa Senhora do Amparo,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0459,Igreja de Nossa Senhora do Desterro (Igreja Santa Tereza),local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0460,Igreja de Nossa Senhora do Guadalupe,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0462,Igreja de São João Batista dos Militares,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0552,Igreja da Misericórdia,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0557,Igreja do Amparo,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0165,Igreja da Capunga,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0166,Igreja da Conceição dos Militares,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0167,Igreja da Madre de Deus,local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0168,Igreja da Várzea (Paróquia Nossa Sra. do Rosário),local,wide_interconnection_columns,imported,
LC-0448,Convento de São Francisco,LC-0169,Igreja de Belém,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0282,Porto do Recife,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0135,Fortaleza do Buraco,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0061,Cais da Lingueta,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0177,Igreja do Pilar,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0165,Igreja da Capunga,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0166,Igreja da Conceição dos Militares,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0167,Igreja da Madre de Deus,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0168,Igreja da Várzea (Paróquia Nossa Sra. do Rosário),local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0169,Igreja de Belém,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0170,Igreja de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,FH-0001,Questão Religiosa,historical_event,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0171,Igreja de Nossa Senhora da Paz,local,wide_interconnection_columns,imported,
LC-0101,Cruz do Patrão,LC-0172,Igreja de Santa Rita de Cássia,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,PE-AUS-0078,Fernandes Vieira,person,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,PE-AUS-0029,Barreto de Menezes,person,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,PE-AUS-0013,Antônio Filipe Camarão,person,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0388,Maracatu Cruzeiro do Forte,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0135,Fortaleza do Buraco,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0136,Forte das Cinco Pontas,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0137,Forte do Brum,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0438,Forte do Picão,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,LC-0449,Forte de São Francisco,local,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0049,Batalha do Monte das Tabocas,historical_event,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0153,Guerra dos Mascates,historical_event,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0184,Intentona Comunista,historical_event,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0185,Invasão Holandesa,historical_event,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0381,Batalha dos Guararapes,historical_event,wide_interconnection_columns,imported,
FH-0102,Cruzeiro do Forte,FH-0247,O Carapuceiro,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,PE-AUS-0104,João Paulo,person,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0080,Enchentes do Recife,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0067,Cangaço,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0069,Capitanias Hereditárias,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0093,Coluna Prestes,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0094,Companhia das Índias Ocidentais,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0120,Esgotamento Sanitário,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0182,Povos Originários (Índios),historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0256,Parceria nos Morros,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0299,Proclamação da República,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0345,Transporte Público no Recife,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0265,Pernambuco Tramways,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0247,O Carapuceiro,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0102,Cruzeiro do Forte,historical_event,wide_interconnection_columns,imported,
FH-0106,Desabamentos em Morros do Recife,FH-0097,Convenção de Beberibe,historical_event,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0283,Praça da Independência,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,PE-AUS-0057,Demócrito de Souza Filho,person,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,PE-AUS-0020,Assis Chateaubriand,person,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,PE-AUS-0089,Gilberto Freyre,person,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,PE-AUS-0008,Aníbal Fernandes,person,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0021,Arquivo Público,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0033,Avenida Guararapes,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0114,Edifício dos Correios,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0328,Savoy,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0302,Restaurante Dom Pedro,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0284,Praça da República,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0295,Praça Joaquim Nabuco,local,wide_interconnection_columns,imported,
LC-0107,Diário de Pernambuco,LC-0238,Mural da Batalha dos Guararapes,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0029,Avenida Boa Viagem,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0115,Edifício Holiday,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0009,Aeroclube de Pernambuco,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0010,Aeroporto Internacional do Recife,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0286,Praça de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0352,Viaduto José de Barros Lima,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0351,Viaduto Capitão Temudo,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0334,Sítio do Valença (Sítio Sabiá),local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0333,Sítio da Trindade,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0328,Savoy,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0364,Restaurante Leite,local,wide_interconnection_columns,imported,
LC-0118,Edifício Acaiaca,LC-0302,Restaurante Dom Pedro,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0033,Avenida Guararapes,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0319,Rua do Sol,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0043,Banco do Nordeste,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0122,Estação de Esgotos do Cabanga,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0138,Fórum Paula Batista,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0139,Fórum Thomáz de Aquino,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0252,Palácio da Justiça,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0021,Arquivo Público,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0068,Capela Dourada,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0098,Convento de Santo Antônio,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0107,Diário de Pernambuco,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0123,Estação do Brum,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0297,Prefeitura do Recife,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0349,União Brasileira de Escritores,local,wide_interconnection_columns,imported,
LC-0114,Edifício dos Correios,LC-0336,Sudene,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0118,Edifício Acaiaca,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0002,1 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0003,2 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0004,3 Jardim de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0009,Aeroclube de Pernambuco,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0010,Aeroporto Internacional do Recife,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0286,Praça de Boa Viagem,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0352,Viaduto José de Barros Lima,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0351,Viaduto Capitão Temudo,local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0334,Sítio do Valença (Sítio Sabiá),local,wide_interconnection_columns,imported,
LC-0115,Edifício Holiday,LC-0333,Sítio da Trindade,local,wide_interconnection_columns,imported,
